split,image_path,label,video_id,frame_index,timestamp_s,width,height
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0002b126b0a8a685_000165.jpg,kitchen,0002b126b0a8a685,165,5.500,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0002b126b0a8a685_000180.jpg,kitchen,0002b126b0a8a685,180,6.000,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0002b126b0a8a685_000195.jpg,kitchen,0002b126b0a8a685,195,6.500,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0002b126b0a8a685_000210.jpg,kitchen,0002b126b0a8a685,210,7.000,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0002b126b0a8a685_000225.jpg,kitchen,0002b126b0a8a685,225,7.500,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0002b126b0a8a685_000240.jpg,kitchen,0002b126b0a8a685,240,8.000,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0002b126b0a8a685_000255.jpg,kitchen,0002b126b0a8a685,255,8.500,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0002b126b0a8a685_000270.jpg,kitchen,0002b126b0a8a685,270,9.000,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0002b126b0a8a685_000285.jpg,kitchen,0002b126b0a8a685,285,9.500,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000000.jpg,bedroom,000465ebe46a98d2,0,0.000,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000030.jpg,bedroom,000465ebe46a98d2,30,0.500,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000060.jpg,bathroom,000465ebe46a98d2,60,1.001,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000090.jpg,bathroom,000465ebe46a98d2,90,1.501,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000120.jpg,bathroom,000465ebe46a98d2,120,2.002,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000150.jpg,bathroom,000465ebe46a98d2,150,2.502,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000180.jpg,bathroom,000465ebe46a98d2,180,3.003,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000210.jpg,bathroom,000465ebe46a98d2,210,3.503,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000240.jpg,bathroom,000465ebe46a98d2,240,4.003,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000270.jpg,bathroom,000465ebe46a98d2,270,4.504,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000300.jpg,bathroom,000465ebe46a98d2,300,5.004,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000330.jpg,bathroom,000465ebe46a98d2,330,5.505,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000360.jpg,bathroom,000465ebe46a98d2,360,6.005,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000390.jpg,bathroom,000465ebe46a98d2,390,6.505,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000420.jpg,bathroom,000465ebe46a98d2,420,7.006,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\000465ebe46a98d2_000450.jpg,bathroom,000465ebe46a98d2,450,7.506,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000000.jpg,bedroom,0004866ca872087c,0,0.000,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000015.jpg,bedroom,0004866ca872087c,15,0.500,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000030.jpg,bedroom,0004866ca872087c,30,1.001,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000045.jpg,bedroom,0004866ca872087c,45,1.501,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000060.jpg,bedroom,0004866ca872087c,60,2.002,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000075.jpg,bedroom,0004866ca872087c,75,2.502,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000090.jpg,bedroom,0004866ca872087c,90,3.003,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000105.jpg,bedroom,0004866ca872087c,105,3.503,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000120.jpg,bedroom,0004866ca872087c,120,4.004,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000135.jpg,bedroom,0004866ca872087c,135,4.504,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000150.jpg,bedroom,0004866ca872087c,150,5.005,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000165.jpg,bedroom,0004866ca872087c,165,5.505,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000180.jpg,bedroom,0004866ca872087c,180,6.006,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000195.jpg,bedroom,0004866ca872087c,195,6.506,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000210.jpg,bedroom,0004866ca872087c,210,7.007,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000225.jpg,bedroom,0004866ca872087c,225,7.507,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000240.jpg,bedroom,0004866ca872087c,240,8.008,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000255.jpg,bedroom,0004866ca872087c,255,8.508,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000270.jpg,bedroom,0004866ca872087c,270,9.008,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0004866ca872087c_000285.jpg,bedroom,0004866ca872087c,285,9.509,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000000.jpg,bathroom,0005c41463fe5e01,0,0.000,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000030.jpg,bathroom,0005c41463fe5e01,30,0.501,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000060.jpg,bathroom,0005c41463fe5e01,60,1.001,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000090.jpg,bathroom,0005c41463fe5e01,90,1.502,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000120.jpg,bedroom,0005c41463fe5e01,120,2.002,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000150.jpg,bedroom,0005c41463fe5e01,150,2.503,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000180.jpg,bedroom,0005c41463fe5e01,180,3.003,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000210.jpg,bedroom,0005c41463fe5e01,210,3.504,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000240.jpg,bedroom,0005c41463fe5e01,240,4.004,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000270.jpg,bedroom,0005c41463fe5e01,270,4.505,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000300.jpg,bedroom,0005c41463fe5e01,300,5.005,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000330.jpg,bedroom,0005c41463fe5e01,330,5.506,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000360.jpg,bedroom,0005c41463fe5e01,360,6.006,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000390.jpg,bedroom,0005c41463fe5e01,390,6.507,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000420.jpg,bedroom,0005c41463fe5e01,420,7.007,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000450.jpg,bedroom,0005c41463fe5e01,450,7.508,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000480.jpg,bedroom,0005c41463fe5e01,480,8.008,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000510.jpg,bedroom,0005c41463fe5e01,510,8.509,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000540.jpg,bedroom,0005c41463fe5e01,540,9.009,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0005c41463fe5e01_000570.jpg,bedroom,0005c41463fe5e01,570,9.510,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000000.jpg,kitchen,00066b3649cc07e5,0,0.000,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000015.jpg,bedroom,00066b3649cc07e5,15,0.500,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000030.jpg,bedroom,00066b3649cc07e5,30,1.001,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000045.jpg,bedroom,00066b3649cc07e5,45,1.501,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000060.jpg,kitchen,00066b3649cc07e5,60,2.002,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000075.jpg,kitchen,00066b3649cc07e5,75,2.502,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000090.jpg,kitchen,00066b3649cc07e5,90,3.003,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000105.jpg,bedroom,00066b3649cc07e5,105,3.503,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000120.jpg,bedroom,00066b3649cc07e5,120,4.004,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000135.jpg,bedroom,00066b3649cc07e5,135,4.504,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000150.jpg,bedroom,00066b3649cc07e5,150,5.005,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000165.jpg,balcony,00066b3649cc07e5,165,5.505,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000180.jpg,balcony,00066b3649cc07e5,180,6.006,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000195.jpg,bedroom,00066b3649cc07e5,195,6.506,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000210.jpg,bedroom,00066b3649cc07e5,210,7.007,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000225.jpg,bedroom,00066b3649cc07e5,225,7.507,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\00066b3649cc07e5_000240.jpg,bedroom,00066b3649cc07e5,240,8.008,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0006e8e3eaa8cd39_000000.jpg,bathroom,0006e8e3eaa8cd39,0,0.000,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0006e8e3eaa8cd39_000015.jpg,bathroom,0006e8e3eaa8cd39,15,0.494,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0006e8e3eaa8cd39_000030.jpg,bathroom,0006e8e3eaa8cd39,30,0.988,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0006e8e3eaa8cd39_000045.jpg,bathroom,0006e8e3eaa8cd39,45,1.481,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0006e8e3eaa8cd39_000060.jpg,bathroom,0006e8e3eaa8cd39,60,1.975,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0006e8e3eaa8cd39_000075.jpg,bathroom,0006e8e3eaa8cd39,75,2.469,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000000.jpg,bedroom,0007fe14c86c4a78,0,0.000,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000030.jpg,bedroom,0007fe14c86c4a78,30,0.499,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000060.jpg,bedroom,0007fe14c86c4a78,60,0.998,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000090.jpg,bedroom,0007fe14c86c4a78,90,1.497,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000120.jpg,bedroom,0007fe14c86c4a78,120,1.996,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000150.jpg,bedroom,0007fe14c86c4a78,150,2.495,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000180.jpg,bedroom,0007fe14c86c4a78,180,2.995,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000210.jpg,bedroom,0007fe14c86c4a78,210,3.494,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000240.jpg,bedroom,0007fe14c86c4a78,240,3.993,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000270.jpg,bedroom,0007fe14c86c4a78,270,4.492,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000300.jpg,bedroom,0007fe14c86c4a78,300,4.991,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000330.jpg,bedroom,0007fe14c86c4a78,330,5.490,1280,720
test,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\test\0007fe14c86c4a78_000360.jpg,bedroom,0007fe14c86c4a78,360,5.989,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0008631059fd7ba6_000000.jpg,living,0008631059fd7ba6,0,0.000,1280,720
train,d:\smartnest.ai\smartnest_media_dataset\data\media_dataset\frames\RealEstate10K_frames\images\train\0008631059fd7ba6_000015.jpg,living,0008631059fd7ba6,15,0.500,1280,720
